,clean_tweet_final,label
22054,"my garden d dd>>dd>>dd>>a$?i,a$?i, //",0
15875,i can't wait until season 4 of orange is the new black comes to netflix,0
26876,all ready to sta climbing dd>>.,0
3459,big brother has really gone downhill. it's became the slut and yell show.,0
10680,"for the demise of our ""typing tutor"" in 90s will miss u dude",0
3630,"it's great, seeing having fun with phil d",0
30630,"disneydddegd,da2a",0
17674,"exhausted after spo, but always with a big smile d",0
3707,you're coming to albuquerque?! yes!,0
108,we were so to be playing for via,0
10754,ppl hate to give credit when it's due.,0
27400,! looking for something to do? see what's trending in your community at,0
24310,~just enjoying life. d,0
30480,for so this continues to happenddd,0
10632,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
8136,happy colorsahappy weekend!o 3/4 o 3/4 !d,0
1191,motivation monday!!!,0
1585,why they have to grow up!!!,0
22707,first day of school!,0
30676,"life is a story, and this is my history dd . . . ladya|",0
1711,"i'm thankful you vote to leave the eu, the remain team are right that wont change immigration",0
6310,life isn't about finding yourself. life is about creating yourself. d,0
5348,wow shameful malaysian authorities for letting that pedo free roam.,0
10757,he's confirming an event has been cancelled. your reply basically said 'i don't care i'm watching football.',0
3451,live on we have lost her.,0
18616,anyone who suppos clinton on a feminist basis only cares about white centered feminism and that's disturbing and disgustina|,0
21747,i found via how to train your dragon the serpent's heir by is due feb 28 2017.,0
6767,vanilla lime fizzy is the perfect drink. via,0
22523,"deadline day! is working on final zone, while cries inside, stuck at the day job a few more hours",0
19726,"""the present moment is filled with joy and happiness. if you are attentive, you will see it."" thich nhat hanh",0
23052,normal people: grandpa dieddC/.... instagramers:#grandpa,0
30503,anything is possible,0
26088,"buy things about ""flag day 2016"": a|",0
3825,happy fathers day a|,0
11982,.@user is to be sponsoring read: our top 5 things to do whilst there:,0
31858,"enjoy my newest act simply titled ""stripper"" i filmed this yesterday to applya|",0
8711,best for !! !! !!,0
1584,if you stumble get back up,0
9241,there's no without can't wait!,0
23606,very d,0
18023,hi my friend for you,0
12542,hell no! only has that right - to fire and hire,0
2190,every reason in the world to d,0
21853,unfounately social media is the way of the life now...... some people just get out of hand!!!!,0
22250,to all of the dads out there! we hope you enjoy your day!,0
20739,so i went to gilmore pchub this morning to buy a 1070 just to find out it's still not out.,0
12427,make sure to stop by the exhibit to see the best of,0
16088,my final legislative session day has officially begun!,0
6185,retweeted chaos theory (@user mehn!!,0
3832,finally i got home 5 hours ago why is it that internet never wants to work in my room.,0
14539,a the consumer price index n.s.a (yoy): 0% (may),0
6899,almost finished. it's quite plain and simple but it works 4 me. i guess this might be my first,0
11018,doing nothing tonight except orange is the new black ddd 1/4 dd 1/4,0
13125,12 months ago today we sadly lost our beautiful boy barkley. we will remember him with lots of puppy cuddles,0
28673,junday bihday _jun_21st_day,0
20697,let's say it plain and simple: these are two,0
9537,"hey, i saw that you're a fitness fan, so i invite you to see my ios app, it's known as mytraining on app store",0
7931,i am thankful for cats.,0
2867,oh yeah! my summer book finally just arrived! :d,0
1048,cannot taste or smell anything d,0
28201,i am energetic.,0
16505,sex blonde teen ebony orgy,0
29551,i like it it's very very aY=aY=aY=aY=aY=,0
16381,big thanks to all the dads out there!,0
7830,jehovah chereb's grove rd st ijn|remove &amp; thugs,0
29867,bihday selfie ddddd,0
10046,when the boss says yes to office margs at 1,0
30244,that moment when steals my favorite color and then asks if im with her.,0
20694,.@user as shareholder bad enuf see/experience complaints on googleplay abt app then u submit 2sharia !,0
28913,we're to have in in just under 3 months...,0
2691,wooooo holidays!! d,0
11225,a wearing her miss peachy APS15,0
13029,i am thankful for life.,0
24240,see you'll guys in school tomorrow. back to our real n daily habit a! d,0
76,wrapping up 6th,0
9599,i am thankful for being able to see.,0
5753,next month can not come fast enough! and dd,0
21503,"nap times are the best time...naps are my happy place!!! a$?i,a$?i,a$?i,",0
28363,year 9's please get to school for 4.45pm tomorrow!,0
29319,hot naked mexican girls photos girls naked,0
17827,have a great weekend fans!,0
17275,you're never fully dressed without a smile!,0
26016,bihday i hope you got a nice present from neil patrick harris,0
27209,"""5 simple rules for a life""",0
20833,my absolute favourite d<<,0
25354,used to be one of 4 in now a,0
6075,i am handsome.,0
15058,so excited to announce that i'm engaged! guess i have summer plans now ;)!,0
11988,you are a you send you really really really stop stop!!!!!!!!!!!!!!!!,0
24885,blackcokwhiteass - na:,0
5029,sounds great :),0
28167,be be a,0
30888,"shoe shine booths are in trend for retail events but they're not being used effectively, this one was quiet.",0
21830,"going to go see tomorrow with my aunt and younger cousins, whom i hadn't seen in forever! dd",0
23688,hate still alive and well i see!,0
1203,..on a brighter note tomorrow i'm looking after puppy lab amber and mad max the spaniel for 2 weeks,0
31848,top 10 food items a seasonal affective disorder patient must avoid,0
14074,crazy day with internet connection problems....,0
13047,"it's worse. dodgeball you be playing with strangers. this trip, they all know each other.",0
16315,silsbee kia wishes all the dads out there a,0
21416,aww yeah it's all good bing bong bing bong,0
18129,it's hea breaking to loose a young talent senselessly ...my thoughts are with her family &amp; friends-hope they find peace,0
5909,"amen! dd 1/4 da$?i,d",0
21079,p. sherman 42 wallaby way sydney. i remembered!,0
23353,must be a real kick in the dick to witness this for ya,0
21026,so the non-invasive ventilation study really stas tomorrow. first review meeting...,0
27996,trouble is that has made the the pay of stupid. .,0
2090,put on ur,0
12800,i wouldn't doubt it... i've never heard of a more corrupt politician until hillary clinton.,0
18707,da guy needs a break! stunning!,0
26671,best for !! !! !!,0
4945,my beautiful bestie bride to be!!! ddd,0
18314,love this pic,0
19302,for our,0
30137,be n there is no abstract a. you must always sta with something. afterward you can remove all traces of reality. a pabla|,0
2105,"father's day, to my dad who even at his weakest, still remains strong",0
15237,just two days away for my vintage flea market.,0
12487,"father-daughter date | hiking with my oldest daughter d,d 1/2",0
15445,"buy things about ""flag day 2016"": a|",0
21448,dddddd when fake fantasists are caught out and hav no APS! hilarious ! they tried a year ago! love it!,0
28239,"let's be the happiest people don't have the best of everything, they just make the best of everything they have. d$?a$?i,",0
19002,np of attends dd -11/06/16,0
26793,tweeters,0
27537,always be,0
1808,yes! i got approved for a one bedroom on queen west in toronto for july!! now can move out of my sketchy neighbourhood,0
23045,"buffalo simulation: buffalo for you to take in the vicinity of their homes to do. in this way, you",0
25315,enjoying life at noosa tea tree bay.,0
2370,a day without happiness is day without life . so find happy movement in every little things in your life adddao,0
28846,love that,0
10328,tail for with so people can tell when they're,0
17930,90th to the queen. come to screening of her commonwealth tours this sunday during the big lunch,0
9863,bbc news - russia lake syamozero: children die after storm catches boating group,0
6792,bull up: you will dominate your bull and you will direct it whatever you want it to do. when yo,0
21383,1 - 24 tweets a day APS60-APS500 worldwide,0
10990,we are living in anti-men society,0
25771,it's unbelievable the things people do just so they don't have to see you.,0
27421,"ramazan hs always bn a month of barkat/blessings n peace,with wahabism hijacking islam it's just bloodshed 24*7*365",0
28284,good luck! :),0
28883,great golf today. bihday witcom the dream,0
7586,"getd>>dod,d",0
11866,i know potential when i see it. so far i've only seen it in about 3 people.,0
20767,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
15576,xxxpoland hardcore music,0
14672,"just preordered on amazon dda""",0
205,this shows truly how bad brisbane are,0
12258,you're too interested in being right and uninterested in determining truth. lack of maturity &amp; intelligence.,0
9501,just received pre course info for summer educators program,0
11702,h.appy at work conference: right mindset leads to culture-of-development organizations,0
29252,my first time doing studio work and commuting to manhattan at 9 am depressing. line too long at dig inn &amp; sweetgreen 4 lunch,0
24897,check out this shi i just cant stop smiling.let me know if you want one.im selling them#shi,0
1622,60 powerful minutes - podcast,0
347,"a of the week, june 13, 2016",0
23543,another from a for all youra|,0
26141,i caught my first fish!!,0
27635,bihday don flywheel spos,0
12090,father's day !,0
23962,telling me hi like we ain't on ft,0
15309,"omg! so hea breaking... my prayers go out to this family; god bless...dd 3/4 a$?i,d",0
7815,instead of the usual fathersday here's something new for a change &amp; boy i'm btw,0
18024,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
17953,no shame deadass held tears in fault in our stars,0
1576,"i get to the sarajevo int'l airpo and an employee tells me he's carlos bacca, and to look at his tanned skin...",0
7896,outburst begs the question: can christians get ?,0
30637,i am inventive.,0
7045,"d . . . 3/4 a bihdaya$?i,",0
6329,i have my audition for the voice 2017 tomorrow! time to show the world what i can do..,0
